specification,draw,coef,actual_coef
incumbent_mean_log_answers,0,-0.3016784932083008,-0.33428245316119853
incumbent_mean_log_answers,1,-0.40572924957907003,-0.33428245316119853
incumbent_mean_log_answers,2,-0.23692163687625398,-0.33428245316119853
incumbent_mean_log_answers,3,0.10156727015539357,-0.33428245316119853
incumbent_mean_log_answers,4,0.06582169083387758,-0.33428245316119853
incumbent_mean_log_answers,5,0.1719837062259965,-0.33428245316119853
incumbent_mean_log_answers,6,-0.1867872088590075,-0.33428245316119853
incumbent_mean_log_answers,7,0.17008930294121336,-0.33428245316119853
incumbent_mean_log_answers,8,-0.1410168839079792,-0.33428245316119853
incumbent_mean_log_answers,9,0.05938181208193336,-0.33428245316119853
incumbent_mean_log_answers,10,-0.2698830496348133,-0.33428245316119853
incumbent_mean_log_answers,11,-0.2552477652669898,-0.33428245316119853
incumbent_mean_log_answers,12,0.11570702273311843,-0.33428245316119853
incumbent_mean_log_answers,13,-0.11353167929828456,-0.33428245316119853
incumbent_mean_log_answers,14,-0.3493967326006229,-0.33428245316119853
incumbent_mean_log_answers,15,-0.2144277303590671,-0.33428245316119853
incumbent_mean_log_answers,16,-0.20235619488445702,-0.33428245316119853
incumbent_mean_log_answers,17,-0.05600992227066502,-0.33428245316119853
incumbent_mean_log_answers,18,0.08699706342549322,-0.33428245316119853
incumbent_mean_log_answers,19,0.11236730911434718,-0.33428245316119853
incumbent_mean_log_answers,20,0.16794363808856927,-0.33428245316119853
incumbent_mean_log_answers,21,0.2945097495034221,-0.33428245316119853
incumbent_mean_log_answers,22,-0.26297551099687394,-0.33428245316119853
incumbent_mean_log_answers,23,-0.3851603724467725,-0.33428245316119853
incumbent_mean_log_answers,24,0.029263803154686005,-0.33428245316119853
incumbent_mean_log_answers,25,-0.20658898614183724,-0.33428245316119853
incumbent_mean_log_answers,26,0.22229123225804515,-0.33428245316119853
incumbent_mean_log_answers,27,0.17656088128039155,-0.33428245316119853
incumbent_mean_log_answers,28,0.03231870353538745,-0.33428245316119853
incumbent_mean_log_answers,29,-0.3431447839020137,-0.33428245316119853
incumbent_mean_log_answers,30,0.03064279689564691,-0.33428245316119853
incumbent_mean_log_answers,31,0.07507008937254518,-0.33428245316119853
incumbent_mean_log_answers,32,0.029072173552095973,-0.33428245316119853
incumbent_mean_log_answers,33,-0.3670026213248765,-0.33428245316119853
incumbent_mean_log_answers,34,0.1456814058953164,-0.33428245316119853
incumbent_mean_log_answers,35,-0.2909893830271217,-0.33428245316119853
incumbent_mean_log_answers,36,-0.343799487851278,-0.33428245316119853
incumbent_mean_log_answers,37,0.09431789093343765,-0.33428245316119853
incumbent_mean_log_answers,38,-0.1294053811548651,-0.33428245316119853
incumbent_mean_log_answers,39,-0.18993754729888473,-0.33428245316119853
incumbent_mean_log_answers,40,-0.23007321806433445,-0.33428245316119853
incumbent_mean_log_answers,41,-0.31460044728000724,-0.33428245316119853
incumbent_mean_log_answers,42,-0.07678463997980398,-0.33428245316119853
incumbent_mean_log_answers,43,-0.15533702822585696,-0.33428245316119853
incumbent_mean_log_answers,44,-0.03841115967792379,-0.33428245316119853
incumbent_mean_log_answers,45,-0.41407523939688107,-0.33428245316119853
incumbent_mean_log_answers,46,-0.009197451218835036,-0.33428245316119853
incumbent_mean_log_answers,47,0.030929526805989663,-0.33428245316119853
incumbent_mean_log_answers,48,-0.32694678615300243,-0.33428245316119853
incumbent_mean_log_answers,49,-0.3544935819736858,-0.33428245316119853
incumbent_mean_log_answers,50,-0.40494436905580816,-0.33428245316119853
incumbent_mean_log_answers,51,0.12376460258688265,-0.33428245316119853
incumbent_mean_log_answers,52,-0.3818043794914715,-0.33428245316119853
incumbent_mean_log_answers,53,-0.015130054193867017,-0.33428245316119853
incumbent_mean_log_answers,54,-0.014840052745899892,-0.33428245316119853
incumbent_mean_log_answers,55,0.0090460960666567,-0.33428245316119853
incumbent_mean_log_answers,56,0.09118772242352488,-0.33428245316119853
incumbent_mean_log_answers,57,-0.17267992527470843,-0.33428245316119853
incumbent_mean_log_answers,58,-0.3462912186369355,-0.33428245316119853
incumbent_mean_log_answers,59,-0.16588791866335695,-0.33428245316119853
incumbent_mean_log_answers,60,0.004964243659445578,-0.33428245316119853
incumbent_mean_log_answers,61,0.0817971098818044,-0.33428245316119853
incumbent_mean_log_answers,62,-0.12308370903220511,-0.33428245316119853
incumbent_mean_log_answers,63,0.1558847982733243,-0.33428245316119853
incumbent_mean_log_answers,64,0.09219364697613078,-0.33428245316119853
incumbent_mean_log_answers,65,0.04495228106084467,-0.33428245316119853
incumbent_mean_log_answers,66,0.1399076411683003,-0.33428245316119853
incumbent_mean_log_answers,67,0.22423077328208704,-0.33428245316119853
incumbent_mean_log_answers,68,-0.32961206631162954,-0.33428245316119853
incumbent_mean_log_answers,69,0.292496206870294,-0.33428245316119853
incumbent_mean_log_answers,70,0.09448733724952803,-0.33428245316119853
