primary_tag,month_id,n_questions,exposure_index,high_tag,first_answer_12h_num,first_answer_12h_denom,first_answer_1d_num,first_answer_1d_denom,first_answer_7d_num,first_answer_7d_denom,accepted_7d_num,accepted_7d_denom,accepted_14d_num,accepted_14d_denom,accepted_30d_num,accepted_30d_denom,first_answer_12h_rate,first_answer_1d_rate,first_answer_7d_rate,accepted_7d_rate,accepted_14d_rate,accepted_30d_rate,post_chatgpt,exposure_post,time_index,n_answers,n_answerers,expert_answer_share,incumbent_answer_share,accepted_answer_expert_share,n_new_answerers,novice_entrants,novice_entry_share,exposure_index_exp,high_tag_exp,n_questions_closure,high_tag_closure,exposure_index_closure,post_chatgpt_closure,time_index_closure,first_answer_1d_rate_closure,first_answer_1d_denom_closure,accepted_vote_30d_rate,accepted_vote_30d_denom,high_tag_p1_median,time_index_p1,high_post,n_new_answerers_profiles,brand_new_platform_count,low_tenure_existing_count,established_cross_tag_count,brand_new_platform_share,low_tenure_existing_share,established_cross_tag_share,residual_queue_complexity_index_mean,body_word_count_mean,tag_count_full_mean,has_edit_mean,complexity_index_broad_mean
android,2020-01,6067,-0.5824723369899437,0,3508,6067,3744,6067.0,4177,6067,921,6067,1071,6067,1169,6067,0.5782099884621724,0.6171089500576892,0.688478655018955,0.1518048458875886,0.1765287621559255,0.1926817207845722,0,-0.0,1.0,5862.0,2610.0,0.3560218355510064,0.6218014329580348,0.3946869070208729,2610.0,524.0,0.2007662835249042,-0.5824723369899437,0,6067,0,-0.5824723369899437,0,1,0.6171089500576892,6067.0,0.1926817207845722,6067.0,0,0,0,2610.0,157.0,367.0,2086.0,0.0601532567049808,0.1406130268199233,0.7992337164750958,0.0603749011841349,176.30360969177516,3.3525630459864844,0.5876050766441404,0.0667050425891718
android,2020-02,5792,-0.5824723369899437,0,3305,5792,3524,5792.0,3949,5792,894,5792,1021,5792,1127,5792,0.570614640883978,0.6084254143646409,0.6818024861878453,0.1543508287292817,0.1762776243093922,0.1945787292817679,0,-0.0,2.0,5707.0,2690.0,0.3653408095321535,0.6288768179428772,0.4095465393794749,2122.0,503.0,0.2370405278039585,-0.5824723369899437,0,5792,0,-0.5824723369899437,0,2,0.6084254143646409,5792.0,0.1945787292817679,5792.0,0,1,0,2122.0,173.0,330.0,1619.0,0.0815268614514608,0.1555136663524976,0.7629594721960414,0.0510794675753599,184.4041781767956,3.3181975138121547,0.5643991712707183,0.0733788068803844
android,2020-03,6088,-0.5824723369899437,0,3321,6088,3573,6088.0,4050,6088,897,6088,1031,6088,1132,6088,0.5454993429697766,0.586892247043364,0.6652431011826544,0.1473390275952693,0.1693495400788436,0.1859395532194481,0,-0.0,3.0,5890.0,2895.0,0.3580645161290323,0.6146010186757216,0.4062354583527222,2156.0,577.0,0.2676252319109461,-0.5824723369899437,0,6088,0,-0.5824723369899437,0,3,0.586892247043364,6088.0,0.1859395532194481,6088.0,0,2,0,2156.0,224.0,353.0,1579.0,0.1038961038961039,0.1637291280148423,0.7323747680890538,0.0377806813878112,184.52578843626807,3.3623521681997373,0.5254599211563732,0.0636058890971672
android,2020-04,6568,-0.5824723369899437,0,3700,6568,3990,6568.0,4499,6568,1002,6568,1170,6568,1274,6568,0.5633373934226553,0.6074908647990256,0.6849878197320342,0.152557856272838,0.178136419001218,0.1939707673568818,0,-0.0,4.0,6340.0,2952.0,0.3758675078864353,0.6058359621451104,0.4191268191268191,2219.0,668.0,0.3010365029292474,-0.5824723369899437,0,6568,0,-0.5824723369899437,0,4,0.6074908647990256,6568.0,0.1939707673568818,6568.0,0,3,0,2219.0,233.0,435.0,1551.0,0.1050022532672375,0.1960342496620099,0.6989634970707526,0.0190485373396147,183.96193666260655,3.3839829476248475,0.4899512789281364,0.0600753111739079
android,2020-05,6487,-0.5824723369899437,0,3520,6487,3776,6487.0,4288,6487,900,6487,1064,6487,1195,6487,0.5426237089563742,0.5820872514259288,0.6610143363650378,0.1387390164945275,0.1640203483890858,0.1842145830121782,0,-0.0,5.0,6238.0,3105.0,0.346104520679705,0.5856043603719141,0.4049484536082474,2216.0,704.0,0.3176895306859206,-0.5824723369899437,0,6487,0,-0.5824723369899437,0,5,0.5820872514259288,6487.0,0.1842145830121782,6487.0,0,4,0,2216.0,257.0,447.0,1512.0,0.1159747292418772,0.2017148014440433,0.6823104693140795,0.0330252563042341,184.9347926622476,3.435794666255588,0.4860490211191614,0.0614555060363674
android,2020-06,5982,-0.5824723369899437,0,3252,5982,3514,5982.0,3968,5982,873,5982,1010,5982,1108,5982,0.5436308926780341,0.5874289535272484,0.6633233032430625,0.1459378134403209,0.1688398528920093,0.1852223336676697,0,-0.0,6.0,5835.0,2982.0,0.3381319622964867,0.5940017137960583,0.4004651162790698,2028.0,655.0,0.3229783037475345,-0.5824723369899437,0,5982,0,-0.5824723369899437,0,6,0.5874289535272484,5982.0,0.1852223336676697,5982.0,0,5,0,2028.0,247.0,408.0,1373.0,0.1217948717948717,0.2011834319526627,0.6770216962524654,0.0214835747636388,182.81695085255768,3.398528920093614,0.4908057505850886,0.0546063107476699
android,2020-07,5786,-0.5824723369899437,0,3110,5786,3369,5786.0,3856,5786,909,5786,1052,5786,1145,5786,0.5375043207742828,0.582267542343588,0.6664362253715866,0.1571033529208434,0.1818181818181818,0.1978914621500173,0,-0.0,7.0,5776.0,2907.0,0.3601108033240997,0.592797783933518,0.4232707283554741,1918.0,591.0,0.308133472367049,-0.5824723369899437,0,5786,0,-0.5824723369899437,0,7,0.582267542343588,5786.0,0.1978914621500173,5786.0,0,6,0,1918.0,217.0,374.0,1327.0,0.1131386861313868,0.1949947862356621,0.691866527632951,0.0422296323348375,186.3040096785344,3.4519529899758035,0.4889388178361562,0.067611313514012
android,2020-08,5045,-0.5824723369899437,0,2637,5045,2876,5045.0,3332,5045,834,5045,968,5045,1066,5045,0.5226957383548068,0.5700693756194252,0.6604558969276512,0.1653121902874132,0.1918731417244797,0.2112983151635282,0,-0.0,8.0,5013.0,2712.0,0.3480949531218831,0.5733093955715141,0.4102564102564102,1774.0,583.0,0.3286358511837655,-0.5824723369899437,0,5045,0,-0.5824723369899437,0,8,0.5700693756194252,5045.0,0.2112983151635282,5045.0,0,7,0,1774.0,241.0,342.0,1191.0,0.1358511837655017,0.1927846674182638,0.6713641488162345,0.0249967011515838,190.56749256689795,3.4315163528245787,0.4592666005946482,0.066632184097166
android,2020-09,4868,-0.5824723369899437,0,2522,4868,2741,4868.0,3168,4868,744,4868,852,4868,942,4868,0.5180772391125719,0.5630649137222679,0.6507806080525883,0.152834839769926,0.1750205423171733,0.1935086277732128,0,-0.0,9.0,4876.0,2657.0,0.3234208367514356,0.5787530762920426,0.3959362987369577,1665.0,540.0,0.3243243243243243,-0.5824723369899437,0,4868,0,-0.5824723369899437,0,9,0.5630649137222679,4868.0,0.1935086277732128,4868.0,0,8,0,1665.0,243.0,297.0,1125.0,0.1459459459459459,0.1783783783783784,0.6756756756756757,0.0114923862827735,179.52136400986032,3.4527526705012326,0.4626129827444535,0.0371754388428614
android,2020-10,4952,-0.5824723369899437,0,2558,4952,2780,4952.0,3233,4952,756,4952,873,4952,985,4952,0.5165589660743134,0.561389337641357,0.6528675282714055,0.1526655896607431,0.1762924071082391,0.1989095315024232,0,-0.0,10.0,4991.0,2716.0,0.3510318573432178,0.5830494890803446,0.4321329639889196,1700.0,548.0,0.3223529411764705,-0.5824723369899437,0,4952,0,-0.5824723369899437,0,10,0.561389337641357,4952.0,0.1989095315024232,4952.0,0,9,0,1700.0,238.0,310.0,1152.0,0.14,0.1823529411764705,0.6776470588235294,-0.002631657815227,178.11934571890146,3.4297253634894997,0.4553715670436187,0.029424570828141
android,2020-11,4516,-0.5824723369899437,0,2359,4516,2553,4516.0,2960,4516,675,4516,776,4516,848,4516,0.5223649247121346,0.5653232949512843,0.6554472984942427,0.1494685562444641,0.1718334809565987,0.1877767936226749,0,-0.0,11.0,4687.0,2541.0,0.3439300192020482,0.5826754853851077,0.4193925233644859,1536.0,524.0,0.3411458333333333,-0.5824723369899437,0,4516,0,-0.5824723369899437,0,11,0.5653232949512843,4516.0,0.1877767936226749,4516.0,0,10,0,1536.0,246.0,278.0,1012.0,0.16015625,0.1809895833333333,0.6588541666666666,-0.0029139660873455,179.53542958370238,3.4484056687333924,0.4428697962798937,0.032710671160613
android,2020-12,4516,-0.5824723369899437,0,2317,4516,2541,4516.0,2919,4516,688,4516,800,4516,890,4516,0.5130646589902569,0.562666076173605,0.6463684676705048,0.1523472099202834,0.1771479185119575,0.1970770593445527,0,-0.0,12.0,4648.0,2497.0,0.3517641996557659,0.5897160068846816,0.4244256348246675,1497.0,485.0,0.3239812959251837,-0.5824723369899437,0,4516,0,-0.5824723369899437,0,12,0.562666076173605,4516.0,0.1970770593445527,4516.0,0,11,0,1497.0,218.0,267.0,1012.0,0.14562458249833,0.1783567134268537,0.6760187040748163,0.0261842263033681,182.05912311780332,3.402347209920284,0.4984499557130203,0.0518477655772826
android,2021-01,4709,-0.5824723369899437,0,2551,4709,2779,4709.0,3151,4709,740,4709,847,4709,926,4709,0.5417286047993205,0.5901465279252496,0.669144191972818,0.1571458908473136,0.1798683372265873,0.1966447228710979,0,-0.0,13.0,4994.0,2615.0,0.3616339607529035,0.5959150981177412,0.4350028137310073,1560.0,557.0,0.357051282051282,-0.5824723369899437,0,4709,0,-0.5824723369899437,0,13,0.5901465279252496,4709.0,0.1966447228710979,4709.0,0,12,0,1560.0,215.0,342.0,1003.0,0.1378205128205128,0.2192307692307692,0.642948717948718,0.0239998511088022,185.3960501167976,3.409641112762795,0.4822679974516882,0.0608475439311212
android,2021-02,4075,-0.5824723369899437,0,2097,4075,2298,4075.0,2630,4075,586,4075,690,4075,759,4075,0.514601226993865,0.5639263803680982,0.645398773006135,0.1438036809815951,0.1693251533742331,0.1862576687116564,0,-0.0,14.0,4200.0,2359.0,0.3319047619047619,0.5614285714285714,0.4046164290563476,1408.0,485.0,0.3444602272727273,-0.5824723369899437,0,4075,0,-0.5824723369899437,0,14,0.5639263803680982,4075.0,0.1862576687116564,4075.0,0,13,0,1408.0,216.0,269.0,923.0,0.1534090909090909,0.1910511363636363,0.6555397727272727,0.0225630259080181,183.37938650306748,3.4117791411042946,0.4851533742331288,0.0527238844585297
android,2021-03,4483,-0.5824723369899437,0,2279,4483,2505,4483.0,2917,4483,679,4483,780,4483,852,4483,0.508364934195851,0.5587776042828463,0.6506803479812625,0.1514610751728753,0.1739906312737006,0.1900513049297345,0,-0.0,15.0,4594.0,2539.0,0.3504571179799738,0.5685676969960819,0.4419753086419753,1506.0,541.0,0.3592297476759628,-0.5824723369899437,0,4483,0,-0.5824723369899437,0,15,0.5587776042828463,4483.0,0.1900513049297345,4483.0,0,14,0,1506.0,234.0,307.0,965.0,0.1553784860557769,0.2038512616201859,0.6407702523240372,-0.0055998801944107,182.03055989292884,3.4380994869507027,0.4358688378318091,0.0397971000631347
android,2021-04,4335,-0.5824723369899437,0,2304,4335,2483,4335.0,2811,4335,674,4335,765,4335,843,4335,0.5314878892733564,0.5727797001153403,0.6484429065743945,0.1554786620530565,0.1764705882352941,0.1944636678200692,0,-0.0,16.0,4426.0,2385.0,0.3793492995933122,0.5899231812019883,0.4675896790434235,1401.0,494.0,0.3526052819414704,-0.5824723369899437,0,4335,0,-0.5824723369899437,0,16,0.5727797001153403,4335.0,0.1944636678200692,4335.0,0,15,0,1401.0,232.0,262.0,907.0,0.1655960028551035,0.1870092790863669,0.6473947180585297,0.0307488032845654,190.02883506343716,3.4604382929642443,0.4572087658592849,0.0729369407102261
android,2021-05,4346,-0.5824723369899437,0,2211,4346,2394,4346.0,2769,4346,661,4346,757,4346,859,4346,0.5087436723423838,0.5508513575701794,0.6371375977910723,0.1520938794293603,0.1741831569259088,0.1976530142659917,0,-0.0,17.0,4530.0,2579.0,0.3183222958057395,0.5487858719646799,0.4131274131274131,1545.0,558.0,0.3611650485436893,-0.5824723369899437,0,4346,0,-0.5824723369899437,0,17,0.5508513575701794,4346.0,0.1976530142659917,4346.0,0,16,0,1545.0,288.0,270.0,987.0,0.1864077669902912,0.174757281553398,0.6388349514563106,0.0046956582974475,178.79360331339163,3.4933271974229174,0.4374137137597791,0.04234763471232
android,2021-06,4292,-0.5824723369899437,0,2305,4292,2473,4292.0,2812,4292,649,4292,763,4292,834,4292,0.5370456663560111,0.57618825722274,0.6551724137931034,0.1512115563839701,0.1777726001863933,0.1943150046598322,0,-0.0,18.0,4624.0,2518.0,0.3585640138408305,0.5795847750865052,0.4352428393524284,1473.0,530.0,0.3598099117447386,-0.5824723369899437,0,4292,0,-0.5824723369899437,0,18,0.57618825722274,4292.0,0.1943150046598322,4292.0,0,17,0,1473.0,254.0,276.0,943.0,0.1724372029871011,0.1873727087576374,0.6401900882552614,-0.0061716972178062,179.2504659832246,3.473438956197577,0.4282385834109972,0.0444559815690934
android,2021-07,4106,-0.5824723369899437,0,2145,4106,2354,4106.0,2718,4106,626,4106,718,4106,810,4106,0.5224062347783731,0.573307355090112,0.6619581100828057,0.152459814905017,0.1748660496833901,0.1972722844617633,0,-0.0,19.0,4521.0,2496.0,0.347268303472683,0.5684583056845831,0.4287661895023858,1427.0,511.0,0.358093903293623,-0.5824723369899437,0,4106,0,-0.5824723369899437,0,19,0.573307355090112,4106.0,0.1972722844617633,4106.0,0,18,0,1427.0,246.0,265.0,916.0,0.1723896285914506,0.1857042747021723,0.641906096706377,0.0477869938608817,182.12907939600584,3.563078421821724,0.462493911349245,0.0671622236625176
android,2021-08,4087,-0.5824723369899437,0,2075,4087,2261,4087.0,2591,4087,603,4087,696,4087,769,4087,0.5077073648152679,0.5532175189625642,0.6339613408367996,0.1475409836065573,0.1702960606802055,0.1881575727917788,0,-0.0,20.0,4423.0,2470.0,0.3601627854397468,0.5738186751073932,0.465034965034965,1390.0,561.0,0.4035971223021583,-0.5824723369899437,0,4087,0,-0.5824723369899437,0,20,0.5532175189625642,4087.0,0.1881575727917788,4087.0,0,19,0,1390.0,284.0,277.0,829.0,0.2043165467625899,0.1992805755395683,0.5964028776978417,0.0023334153749808,178.67066307805237,3.466601419133839,0.445559089796917,0.0408425804590973
android,2021-09,3960,-0.5824723369899437,0,1957,3960,2152,3960.0,2495,3960,594,3960,694,3960,765,3960,0.4941919191919192,0.5434343434343434,0.6300505050505051,0.15,0.1752525252525252,0.1931818181818181,0,-0.0,21.0,4335.0,2498.0,0.32479815455594,0.5600922722029988,0.4172661870503597,1400.0,509.0,0.3635714285714285,-0.5824723369899437,0,3960,0,-0.5824723369899437,0,21,0.5434343434343434,3960.0,0.1931818181818181,3960.0,0,20,0,1400.0,254.0,255.0,891.0,0.1814285714285714,0.1821428571428571,0.6364285714285715,0.0192598328226073,177.50984848484848,3.463131313131313,0.4757575757575757,0.0525718147370243
android,2021-10,3530,-0.5824723369899437,0,1732,3530,1920,3530.0,2232,3530,542,3530,620,3530,688,3530,0.4906515580736544,0.5439093484419264,0.6322946175637394,0.1535410764872521,0.1756373937677053,0.1949008498583569,0,-0.0,22.0,3783.0,2251.0,0.3304255881575469,0.5593444356330954,0.4332797427652733,1191.0,453.0,0.380352644836272,-0.5824723369899437,0,3530,0,-0.5824723369899437,0,22,0.5439093484419264,3530.0,0.1949008498583569,3530.0,0,21,0,1191.0,230.0,223.0,738.0,0.1931150293870696,0.1872376154492023,0.6196473551637279,0.0060213755331164,176.8671388101983,3.438526912181303,0.4682719546742209,0.0390753530694554
android,2021-11,3630,-0.5824723369899437,0,1809,3630,1989,3630.0,2293,3630,554,3630,640,3630,699,3630,0.4983471074380165,0.5479338842975207,0.6316804407713499,0.1526170798898071,0.1763085399449036,0.1925619834710744,0,-0.0,23.0,3822.0,2185.0,0.3594976452119309,0.5591313448456305,0.4772552043176561,1249.0,427.0,0.3418734987990392,-0.5824723369899437,0,3630,0,-0.5824723369899437,0,23,0.5479338842975207,3630.0,0.1925619834710744,3630.0,0,22,0,1249.0,236.0,191.0,822.0,0.188951160928743,0.1529223378702962,0.6581265012009607,0.0021964041478486,175.60523415977963,3.465564738292011,0.4548209366391184,0.0333390975362136
android,2021-12,3370,-0.5824723369899437,0,1631,3370,1782,3370.0,2075,3370,479,3370,548,3370,618,3370,0.4839762611275964,0.5287833827893175,0.615727002967359,0.1421364985163205,0.1626112759643917,0.1833827893175074,0,-0.0,24.0,3528.0,2124.0,0.3231292517006803,0.5501700680272109,0.4237588652482269,1154.0,424.0,0.3674176776429809,-0.5824723369899437,0,3370,0,-0.5824723369899437,0,24,0.5287833827893175,3370.0,0.1833827893175074,3370.0,0,23,0,1154.0,215.0,209.0,730.0,0.1863084922010398,0.181109185441941,0.6325823223570191,-0.0061969808188655,179.29495548961424,3.4682492581602373,0.43026706231454,0.0400436241681596
android,2022-01,3829,-0.5824723369899437,0,1853,3829,2027,3829.0,2338,3829,543,3829,630,3829,695,3829,0.4839383651083834,0.529381039435884,0.6106032906764168,0.1418124836772003,0.1645338208409506,0.1815095325150169,0,-0.0,25.0,3989.0,2352.0,0.3206317372775131,0.5417397844071196,0.422866092404072,1270.0,473.0,0.3724409448818898,-0.5824723369899437,0,3829,0,-0.5824723369899437,0,25,0.529381039435884,3829.0,0.1815095325150169,3829.0,0,24,0,1270.0,253.0,220.0,797.0,0.1992125984251968,0.1732283464566929,0.6275590551181103,0.0058299187002583,180.19482893705927,3.517106294071559,0.4249151214416297,0.0492776416795495
android,2022-02,3488,-0.5824723369899437,0,1656,3488,1832,3488.0,2112,3488,471,3488,553,3488,612,3488,0.4747706422018348,0.5252293577981652,0.6055045871559633,0.1350344036697247,0.1585435779816513,0.1754587155963302,0,-0.0,26.0,3723.0,2264.0,0.2919688423314531,0.5146387322052108,0.3842105263157894,1278.0,512.0,0.4006259780907668,-0.5824723369899437,0,3488,0,-0.5824723369899437,0,26,0.5252293577981652,3488.0,0.1754587155963302,3488.0,0,25,0,1278.0,268.0,244.0,766.0,0.2097026604068857,0.190923317683881,0.5993740219092332,-0.0218632093833569,173.32339449541286,3.5111811926605503,0.40625,0.0233234599596625
