tag,group,month_id,high_tag,post_chatgpt,n_questions,exposure_index,accepted_archive_rate,first_answer_1d_rate,first_answer_1d_denom,first_answer_7d_rate,first_answer_7d_denom,accepted_7d_rate,accepted_7d_denom,accepted_30d_rate,accepted_30d_denom,high_post,exposure_post,time_index,rel_month
android,low,2020-01,0,0,6426.0,-0.5824723369899436,0.3799408652349829,0.6160908807967631,6426.0,0.6871822803195353,6426.0,0.34243697478991597,6426.0,0.360333022097728,6426.0,0,-0.0,1,-35
android,low,2020-02,0,0,6077.666666666666,-0.5824723369899437,0.37739263971919057,0.6090330719025943,6077.666666666666,0.6818954642680853,6077.666666666666,0.3381780288487907,6077.666666666666,0.3592113201338234,6077.666666666666,0,-0.0,2,-34
android,low,2020-03,0,0,6426.5,-0.5824723369899436,0.3686298918540419,0.5894862418631188,6426.5,0.6674446951425088,6426.5,0.33066210223294173,6426.5,0.3493347856531549,6426.5,0,-0.0,3,-33
android,low,2020-04,0,0,7023.083333333333,-0.5824723369899437,0.38086310618555475,0.6105224438458892,7023.083333333333,0.6865574237336403,7023.083333333333,0.34220487202914196,7023.083333333333,0.35978974097321925,7023.083333333333,0,-0.0,4,-32
android,low,2020-05,0,0,6909.833333333334,-0.5824723369899437,0.3790250609035432,0.5839504088376468,6909.833333333334,0.6635471188403,6909.833333333334,0.34219349236595187,6909.833333333334,0.36057309631201906,6909.833333333334,0,-0.0,5,-31
android,low,2020-06,0,0,6350.166666666666,-0.5824723369899437,0.36726070181884996,0.5876223721162175,6350.166666666666,0.6628172488911053,6350.166666666666,0.33232723550562976,6350.166666666666,0.34993832182882345,6350.166666666666,0,-0.0,6,-30
android,low,2020-07,0,0,6142.166666666666,-0.5824723369899437,0.3793992347977099,0.5847013811629991,6142.166666666666,0.6668385206089057,6142.166666666666,0.3386969853200553,6142.166666666666,0.356524570591268,6142.166666666666,0,-0.0,7,-29
android,low,2020-08,0,0,5341.333333333333,-0.5824723369899437,0.37403270094857716,0.5705504243634548,5341.333333333333,0.6600411882176735,5341.333333333333,0.33115951073389915,5341.333333333333,0.3553107838242636,5341.333333333333,0,-0.0,8,-28
android,low,2020-09,0,0,5132.5,-0.5824723369899437,0.36879363533041076,0.5619094008767657,5132.5,0.6490664068842344,5132.5,0.3277155382367267,5132.5,0.34739405747686314,5132.5,0,-0.0,9,-27
android,low,2020-10,0,0,5203.5,-0.5824723369899436,0.3690144454053361,0.56349892700426,5203.5,0.6537266583389386,5203.5,0.32840075590147655,5203.5,0.3499247301495788,5203.5,0,-0.0,10,-26
android,low,2020-11,0,0,4784.5,-0.5824723369899437,0.36907374507959734,0.5641132824746578,4784.5,0.6540913366077961,4784.5,0.3308252342634201,4784.5,0.35005399379942176,4784.5,0,-0.0,11,-25
android,low,2020-12,0,0,4763.0,-0.5824723369899437,0.3705297781510253,0.561725803065295,4763.0,0.6444117852893834,4763.0,0.3257050878297992,4763.0,0.34963958289593394,4763.0,0,-0.0,12,-24
android,low,2021-01,0,0,4962.5,-0.5824723369899437,0.3696725440806045,0.586767422334173,4962.5,0.6659277917716205,4962.5,0.32906801007556674,4962.5,0.35083123425692697,4962.5,0,-0.0,13,-23
android,low,2021-02,0,0,4296.666666666666,-0.5824723369899438,0.35147401086113267,0.5629169899146625,4296.666666666666,0.643677269200931,4296.666666666666,0.31237393328161367,4296.666666666666,0.33494957331264547,4296.666666666666,0,-0.0,14,-22
android,low,2021-03,0,0,4767.166666666666,-0.5824723369899437,0.34957871551935116,0.5595916512253961,4767.166666666666,0.6498968639653184,4767.166666666666,0.3121700520924379,4767.166666666666,0.331049190644338,4767.166666666666,0,-0.0,15,-21
android,low,2021-04,0,0,4589.5,-0.5824723369899436,0.3692123324980935,0.5744997639539529,4589.5,0.6491629444020772,4589.5,0.3322802048153394,4589.5,0.35232596143370737,4589.5,0,-0.0,16,-20
android,low,2021-05,0,0,4648.5,-0.5824723369899437,0.35362661790541755,0.5518626080097522,4648.5,0.6372665017389121,4648.5,0.3161951884120326,4648.5,0.335233587895737,4648.5,0,-0.0,17,-19
android,low,2021-06,0,0,4574.333333333333,-0.5824723369899438,0.35892297602565043,0.575457261531735,4574.333333333333,0.6525176710631786,4574.333333333333,0.3226335349413394,4574.333333333333,0.3442760329374044,4574.333333333333,0,-0.0,18,-18
android,low,2021-07,0,0,4348.666666666667,-0.5824723369899436,0.3513720680668404,0.5706346772957228,4348.666666666667,0.6577878276866472,4348.666666666667,0.31434922581634217,4348.666666666667,0.3333205580254484,4348.666666666667,0,-0.0,19,-17
android,low,2021-08,0,0,4301.333333333334,-0.5824723369899436,0.34547427154370736,0.5543242405455672,4301.333333333334,0.634376937383757,4301.333333333334,0.3037817730936143,4301.333333333334,0.32466676999380034,4301.333333333334,0,-0.0,20,-16
android,low,2021-09,0,0,4157.166666666666,-0.5824723369899438,0.3397345948763181,0.5442007777733232,4157.166666666666,0.6293148378302531,4157.166666666666,0.30148739125205476,4157.166666666666,0.3236178486950247,4157.166666666666,0,-0.0,21,-15
android,low,2021-10,0,0,3715.1666666666665,-0.5824723369899438,0.34718047642546324,0.5415189986990265,3715.1666666666665,0.6294020008075009,3715.1666666666665,0.30680543717195286,3715.1666666666665,0.3275312906554215,3715.1666666666665,0,-0.0,22,-14
android,low,2021-11,0,0,3851.5,-0.5824723369899438,0.34484400017309275,0.54541520619672,3851.5,0.6287593578259554,3851.5,0.30719633043403005,3851.5,0.3278376390151024,3851.5,0,-0.0,23,-13
android,low,2021-12,0,0,3567.5,-0.5824723369899437,0.3235225414622751,0.5263723429105349,3567.5,0.611726232188741,3567.5,0.2843260920345713,3567.5,0.30432142022891845,3567.5,0,-0.0,24,-12
android,low,2022-01,0,0,4045.3333333333335,-0.5824723369899437,0.32321193144363874,0.5273566249176005,4045.3333333333335,0.6080669083717865,4045.3333333333335,0.2839073829927488,4045.3333333333335,0.3015820698747528,4045.3333333333335,0,-0.0,25,-11
android,low,2022-02,0,0,3681.333333333333,-0.5824723369899437,0.3156012314378848,0.5172491850778704,3681.333333333333,0.5974737413980442,3681.333333333333,0.2792013763129301,3681.333333333333,0.2983520463600145,3681.333333333333,0,-0.0,26,-10
android,low,2022-03,0,0,4938.333333333333,-0.5824723369899437,0.2532230847114411,0.3960175497806278,4938.333333333333,0.4578805264934188,4938.333333333333,0.22254471819102262,4938.333333333333,0.2365170435369558,4938.333333333333,0,-0.0,27,-9
android,low,2022-04,0,0,4569.833333333334,-0.5824723369899435,0.23487362777635945,0.3991392829789561,4569.833333333334,0.4623801013895473,4569.833333333334,0.21025566213209815,4569.833333333334,0.22447937561544914,4569.833333333334,0,-0.0,28,-8
android,low,2022-05,0,0,4662.0,-0.5824723369899436,0.22254397254397254,0.3684041184041184,4662.0,0.4268554268554269,4662.0,0.19358644358644359,4662.0,0.20956670956670956,4662.0,0,-0.0,29,-7
android,low,2022-06,0,0,4451.666666666666,-0.5824723369899438,0.23530512916510674,0.3882441033320854,4451.666666666666,0.4506551853238488,4451.666666666666,0.20969674279296147,4451.666666666666,0.22261325346312247,4451.666666666666,0,-0.0,30,-6
android,low,2022-07,0,0,4383.0,-0.5824723369899437,0.2394098410525515,0.41486044566126706,4383.0,0.47726062818465276,4383.0,0.21351433569092704,4383.0,0.22959920906532816,4383.0,0,-0.0,31,-5
android,low,2022-08,0,0,4765.333333333333,-0.5824723369899438,0.2425853385562395,0.4064423614997202,4765.333333333333,0.46792809177392275,4765.333333333333,0.21719362059317293,4765.333333333333,0.23261751538892,4765.333333333333,0,-0.0,32,-4
android,low,2022-09,0,0,4147.333333333333,-0.5824723369899437,0.22275357659540268,0.4033515511975567,4147.333333333333,0.4645555376949044,4147.333333333333,0.1996061726410545,4147.333333333333,0.21310882494775762,4147.333333333333,0,-0.0,33,-3
android,low,2022-10,0,0,4236.666666666667,-0.5824723369899436,0.21184107002360344,0.3785601888276947,4236.666666666667,0.4446498819826908,4236.666666666667,0.18811959087332808,4236.666666666667,0.2067663257277734,4236.666666666667,0,-0.0,34,-2
android,low,2022-11,0,0,4162.416666666666,-0.5824723369899437,0.21898336303029092,0.3797073014474765,4162.416666666666,0.4449338325091594,4162.416666666666,0.19483873551022046,4162.416666666666,0.211415643956836,4162.416666666666,0,-0.0,35,-1
android,low,2022-12,0,1,3816.166666666667,-0.5824723369899437,0.2117307944272175,0.37459055771498445,3816.166666666667,0.4368257850373411,3816.166666666667,0.19378084465213782,3816.166666666667,0.20701401930383892,3816.166666666667,0,-0.5824723369899437,36,0
android,low,2023-01,0,1,3901.666666666667,-0.5824723369899437,0.1984621956428876,0.37368645877829987,3901.666666666667,0.43989747970952586,3901.666666666667,0.18398120461341302,3901.666666666667,0.1962836394703118,3901.666666666667,0,-0.5824723369899437,37,1
android,low,2023-02,0,1,3872.333333333333,-0.5824723369899438,0.1485323233192735,0.33175518636481016,3872.333333333333,0.38590911281384027,3458.5,0.14664353525131318,3458.5,0.17252396166134185,313.0,0,-0.5824723369899438,38,2
android,low,2023-03,0,1,564.0,-0.5824723369899437,0.0700354609929078,0.3106060606060606,462.0,,0.0,,0.0,,0.0,0,-0.5824723369899437,39,3
apache-spark,low,2020-01,0,0,640.1666666666666,0.6785814699695615,0.4118719083571987,0.6526946107784433,640.1666666666666,0.7612600885186149,640.1666666666666,0.38010934652434264,640.1666666666666,0.3926060921634991,640.1666666666666,0,0.0,1,-35
apache-spark,low,2020-02,0,0,622.8333333333334,0.6785814699695614,0.42948889483542946,0.6475782713406476,622.8333333333334,0.7412362857907411,622.8333333333334,0.3949692266523949,622.8333333333334,0.41744715012041744,622.8333333333334,0,0.0,2,-34
apache-spark,low,2020-03,0,0,662.1666666666666,0.6785814699695615,0.43116033224263783,0.650390133400453,662.1666666666666,0.7477976340297005,662.1666666666666,0.3939088849735717,662.1666666666666,0.4100176189277624,662.1666666666666,0,0.0,3,-33
