month_id,chatgpt_views,chatgpt_log_views,chatgpt_z
2020-01,0.0,0.0,-1.0265186621478888
2020-02,0.0,0.0,-1.0265186621478888
2020-03,0.0,0.0,-1.0265186621478888
2020-04,0.0,0.0,-1.0265186621478888
2020-05,0.0,0.0,-1.0265186621478888
2020-06,0.0,0.0,-1.0265186621478888
2020-07,0.0,0.0,-1.0265186621478888
2020-08,0.0,0.0,-1.0265186621478888
2020-09,0.0,0.0,-1.0265186621478888
2020-10,0.0,0.0,-1.0265186621478888
2020-11,0.0,0.0,-1.0265186621478888
2020-12,0.0,0.0,-1.0265186621478888
2021-01,0.0,0.0,-1.0265186621478888
2021-02,0.0,0.0,-1.0265186621478888
2021-03,0.0,0.0,-1.0265186621478888
2021-04,0.0,0.0,-1.0265186621478888
2021-05,0.0,0.0,-1.0265186621478888
2021-06,0.0,0.0,-1.0265186621478888
2021-07,0.0,0.0,-1.0265186621478888
2021-08,0.0,0.0,-1.0265186621478888
2021-09,0.0,0.0,-1.0265186621478888
2021-10,0.0,0.0,-1.0265186621478888
2021-11,0.0,0.0,-1.0265186621478888
2021-12,0.0,0.0,-1.0265186621478888
2022-01,0.0,0.0,-1.0265186621478888
2022-02,0.0,0.0,-1.0265186621478888
2022-03,0.0,0.0,-1.0265186621478888
2022-04,0.0,0.0,-1.0265186621478888
2022-05,0.0,0.0,-1.0265186621478888
2022-06,0.0,0.0,-1.0265186621478888
2022-07,0.0,0.0,-1.0265186621478888
2022-08,0.0,0.0,-1.0265186621478888
2022-09,0.0,0.0,-1.0265186621478888
2022-10,0.0,0.0,-1.0265186621478888
2022-11,0.0,0.0,-1.0265186621478888
2022-12,1998381.0,14.50784841110712,0.9169805168197676
2023-01,6240952.0,15.646643453043406,1.0695356832578977
2023-02,7313204.0,15.80519217613149,1.0907751740780631
2023-03,8110464.0,15.90866576106937,1.1046366938343386
2023-04,9383427.0,16.05445571264092,1.1241669951686228
2023-05,8631223.0,15.970896883825281,1.1129732943112054
2023-06,7098398.0,15.775379823626437,1.0867814541979803
2023-07,3443412.0,15.05197368865571,0.9898725818734395
2023-08,2126721.0,14.570092385123157,0.9253188388760717
2023-09,2261738.0,14.631644544385502,0.9335644841020355
2023-10,2312917.0,14.65402048879094,0.9365620085004364
2023-11,2450905.0,14.711968310081618,0.9443248097036234
2023-12,2226794.0,14.616073889914441,0.931478609386297
2024-01,2659072.0,14.793488123778353,0.9552453601877259
2024-02,2581125.0,14.763736295796663,0.9512597482887946
2024-03,2107518.0,14.561021984238623,0.9241037505892032
2024-04,1680489.0,14.334595975519655,0.893771288491975
2024-05,1762506.0,14.382247785291879,0.9001548162587621
2024-06,1905425.0,14.4602161635905,0.9105996096502342
2024-07,958600.0,13.773230208895106,0.8185696544784788
2024-08,800195.0,13.592611976642466,0.7943736899120964
2024-09,1246843.0,14.036126116595907,0.8537876941417065
2024-10,1793985.0,14.399950517780017,0.9025263082320198
2024-11,2006624.0,14.511964764281716,0.9175319513804596
2024-12,1879445.0,14.446487610528134,0.9087605063697853
2025-01,2794392.0,14.843125467461602,0.9618948738827183
2025-02,2859784.0,14.866257005145092,0.9649936190048208
2025-03,3162571.0,14.966896178557173,0.9784754355606526
2025-04,5014889.0,15.427922044940207,1.0402353442258345
2025-05,2583546.0,14.764673818918583,0.9513853406830685
2025-06,5734151.0,15.561950433619625,1.058190044052818
2025-07,3406636.0,15.041236145618932,0.9884341600286033
2025-08,4476485.0,15.314348921608142,1.0250208709494477
2025-09,4779772.0,15.379903613800225,1.0338027031579542
2025-10,4692153.0,15.36140231004126,1.0313242330467107
2025-11,3985878.0,15.198268423047253,1.0094705048817594
2025-12,3377173.0,15.032549823062546,0.9872705236107
