tag,month_id,n_questions_weighted,high_tag,exposure_index,accepted_archive_rate,accepted_7d_denom,accepted_7d_rate,accepted_30d_denom,accepted_30d_rate,first_answer_1d_denom,first_answer_1d_rate,first_answer_7d_denom,first_answer_7d_rate,group,post_chatgpt,high_post,exposure_post
android,2020-01,6382.833333333334,0.0,-0.5824723369899437,0.38264093793247506,6382.833333333334,0.1514217823850432,6382.833333333334,0.19199937331905892,6382.833333333334,0.6174112854792803,6382.833333333334,0.6883567903491133,low,0,0.0,-0.0
android,2020-02,6047.166666666666,0.0,-0.5824723369899437,0.38086707273378717,6047.166666666666,0.15420444836424774,6047.166666666666,0.19427831215720862,6047.166666666666,0.609624341978337,6047.166666666666,0.6826888625527107,low,0,0.0,-0.0
android,2020-03,6405.166666666667,0.0,-0.5824723369899437,0.3714189066118498,6405.166666666667,0.14857797090890168,6405.166666666667,0.18714058962816474,6405.166666666667,0.5901225573105044,6405.166666666667,0.6682626005048009,low,0,0.0,-0.0
android,2020-04,6988.083333333334,0.0,-0.5824723369899437,0.3842732270412726,6988.083333333334,0.1543341641127157,6988.083333333334,0.19518942962424124,6988.083333333334,0.6119346029550305,6988.083333333334,0.6882073052935354,low,0,0.0,-0.0
android,2020-05,6880.333333333333,0.0,-0.5824723369899437,0.3819582384574391,6880.333333333333,0.14248340681168548,6880.333333333333,0.1881934014824863,6880.333333333333,0.5848553849135216,6880.333333333333,0.6643573470277603,low,0,0.0,-0.0
android,2020-06,6321.166666666666,0.0,-0.5824723369899437,0.3707648904474385,6321.166666666666,0.14670287657869063,6321.166666666666,0.18622617132913227,6321.166666666666,0.5885780578479711,6321.166666666666,0.6638015134337016,low,0,0.0,-0.0
android,2020-07,6110.666666666666,0.0,-0.5824723369899437,0.38397337988217334,6110.666666666666,0.15830242199432687,6110.666666666666,0.1989690159284312,6110.666666666666,0.5855880427667467,6110.666666666666,0.6678212960942614,low,0,0.0,-0.0
android,2020-08,5313.833333333334,0.0,-0.5824723369899437,0.37747388890631367,5313.833333333334,0.16569958912272997,5313.833333333334,0.21067653608506098,5313.833333333334,0.5722798983784462,5313.833333333334,0.6618574161779004,low,0,0.0,-0.0
android,2020-09,5107.0,0.0,-0.5824723369899437,0.37278898244239933,5107.0,0.15439592715880165,5107.0,0.19443900528686117,5107.0,0.5639318582337968,5107.0,0.6513282422818353,low,0,0.0,-0.0
android,2020-10,5179.0,0.0,-0.5824723369899437,0.3736564330308296,5179.0,0.15311836261826609,5179.0,0.19965244255647807,5179.0,0.5641372208277017,5179.0,0.6545986998777114,low,0,0.0,-0.0
android,2020-11,4743.0,0.0,-0.5824723369899437,0.37283013563848477,4743.0,0.1501159603626397,4743.0,0.18876941457586618,4743.0,0.5655703141471642,4743.0,0.6559139784946236,low,0,0.0,-0.0
android,2020-12,4721.5,0.0,-0.5824723369899437,0.3764340428536129,4721.5,0.15228211373504183,4721.5,0.19686540294397967,4721.5,0.563274383140951,4721.5,0.6466871403861767,low,0,0.0,-0.0
android,2021-01,4936.0,0.0,-0.5824723369899437,0.37256888168557534,4936.0,0.1577188006482982,4936.0,0.19651539708265803,4936.0,0.5888033495407887,4936.0,0.6681861156131821,low,0,0.0,-0.0
android,2021-02,4267.666666666667,0.0,-0.5824723369899437,0.3571428571428571,4267.666666666667,0.14461454346637506,4267.666666666667,0.18690931812856362,4267.666666666667,0.5634616886667188,4267.666666666667,0.6446535968132469,low,0,0.0,-0.0
android,2021-03,4735.166666666666,0.0,-0.5824723369899437,0.355214529583612,4735.166666666666,0.1528985252191053,4735.166666666666,0.1917919115835416,4735.166666666666,0.5608391116116997,4735.166666666666,0.6515434162824258,low,0,0.0,-0.0
android,2021-04,4560.5,0.0,-0.5824723369899437,0.37539743449183205,4560.5,0.15736578591528708,4560.5,0.19636004824032452,4560.5,0.5770566092899171,4560.5,0.6519752951065306,low,0,0.0,-0.0
android,2021-05,4604.0,0.0,-0.5824723369899437,0.3613886475528526,4604.0,0.15515493773530262,4604.0,0.19989863886475526,4604.0,0.5540472053286997,4604.0,0.640059368664929,low,0,0.0,-0.0
android,2021-06,4533.833333333333,0.0,-0.5824723369899437,0.3662096092342757,4533.833333333333,0.15127008050582655,4533.833333333333,0.1946108885049443,4533.833333333333,0.5780612432452303,4533.833333333333,0.655148329228394,low,0,0.0,-0.0
android,2021-07,4315.666666666666,0.0,-0.5824723369899437,0.35973584614196347,4315.666666666666,0.1530470379238434,4315.666666666666,0.19742025179578285,4315.666666666666,0.5725650729898819,4315.666666666666,0.6603846450915271,low,0,0.0,-0.0
android,2021-08,4271.833333333333,0.0,-0.5824723369899437,0.35265888962584374,4271.833333333333,0.1498966095743436,4271.833333333333,0.1902383832078343,4271.833333333333,0.5545238188131559,4271.833333333333,0.6348952440404199,low,0,0.0,-0.0
android,2021-09,4124.666666666667,0.0,-0.5824723369899437,0.34568449975755616,4124.666666666667,0.15116373040245676,4124.666666666667,0.19443995474381767,4124.666666666667,0.5454582188459672,4124.666666666667,0.6312429287215128,low,0,0.0,-0.0
android,2021-10,3696.166666666667,0.0,-0.5824723369899437,0.3557289083284484,3696.166666666667,0.1548451097984398,3696.166666666667,0.19664517292690625,3696.166666666667,0.5437615547639446,3696.166666666667,0.6318257654326555,low,0,0.0,-0.0
android,2021-11,3813.5,0.0,-0.5824723369899437,0.354442550587824,3813.5,0.15392683886193786,3813.5,0.1933918972072899,3813.5,0.5465233162886237,3813.5,0.6300423932520431,low,0,0.0,-0.0
android,2021-12,3537.1666666666665,0.0,-0.5824723369899437,0.33312915233473117,3537.1666666666665,0.1427696367148848,3537.1666666666665,0.18428120435376716,3537.1666666666665,0.5293785044527164,3537.1666666666665,0.6154643547095133,low,0,0.0,-0.0
android,2022-01,3992.8333333333335,0.0,-0.5824723369899437,0.33610218307801476,3992.8333333333335,0.14279751220937512,3992.8333333333335,0.182618858788663,3992.8333333333335,0.5306590975497767,3992.8333333333335,0.611679258671787,low,0,0.0,-0.0
android,2022-02,3631.3333333333335,0.0,-0.5824723369899437,0.32779511657793275,3631.3333333333335,0.1360381861575179,3631.3333333333335,0.17679456581604552,3631.3333333333335,0.5238204516247476,3631.3333333333335,0.6045988617587663,low,0,0.0,-0.0
android,2022-03,3825.0,0.0,-0.5824723369899437,0.33647058823529413,3825.0,0.14522875816993464,3825.0,0.18130718954248365,3825.0,0.5082788671023964,3825.0,0.5878867102396514,low,0,0.0,-0.0
android,2022-04,3440.833333333333,0.0,-0.5824723369899437,0.3200775006054736,3440.833333333333,0.14197142165173166,3440.833333333333,0.1780092031969,3440.833333333333,0.5253087914749335,3440.833333333333,0.6087188181157666,low,0,0.0,-0.0
android,2022-05,3452.833333333333,0.0,-0.5824723369899437,0.312641791765217,3452.833333333333,0.13003813293430516,3452.833333333333,0.16899164937008257,3452.833333333333,0.491480426702708,3452.833333333333,0.5701115026306898,low,0,0.0,-0.0
android,2022-06,3308.3333333333335,0.0,-0.5824723369899437,0.32690176322418135,3308.3333333333335,0.1559697732997481,3308.3333333333335,0.18997481108312342,3308.3333333333335,0.518337531486146,3308.3333333333335,0.6023173803526448,low,0,0.0,-0.0
android,2022-07,3330.1666666666665,0.0,-0.5824723369899437,0.32756118312396776,3330.1666666666665,0.15089334868124718,3330.1666666666665,0.18737800910865324,3330.1666666666665,0.5407637255392622,3330.1666666666665,0.6225914618887943,low,0,0.0,-0.0
android,2022-08,3537.166666666667,0.0,-0.5824723369899437,0.3422230598878575,3537.166666666667,0.15054422089242803,3537.166666666667,0.19196155114734012,3537.166666666667,0.5414880082928897,3537.166666666667,0.6243226688027139,low,0,0.0,-0.0
android,2022-09,3028.0,0.0,-0.5824723369899437,0.3234258036107442,3028.0,0.1393108762659621,3028.0,0.17894099515631878,3028.0,0.5468405988551299,3028.0,0.6293483047115808,low,0,0.0,-0.0
android,2022-10,3076.0,0.0,-0.5824723369899437,0.30998049414824447,3076.0,0.13442782834850456,3076.0,0.1817295188556567,3076.0,0.5153879497182489,3076.0,0.6059276116168184,low,0,0.0,-0.0
android,2022-11,3014.8333333333335,0.0,-0.5824723369899437,0.3199181823207474,3014.8333333333335,0.13715517717950135,3014.8333333333335,0.17861683896290562,3014.8333333333335,0.5202609320581568,3014.8333333333335,0.608988888274642,low,0,0.0,-0.0
android,2022-12,2726.3333333333335,0.0,-0.5824723369899437,0.31819293312140845,2726.3333333333335,0.150568529160044,2726.3333333333335,0.19219953539552512,2726.3333333333335,0.5197456901821739,2726.3333333333335,0.6072258222276562,low,1,0.0,-0.5824723369899437
android,2023-01,2811.333333333333,0.0,-0.5824723369899437,0.30673464548257057,2811.333333333333,0.14453402893051936,2811.333333333333,0.17974863647142522,2811.333333333333,0.510611809343135,2811.333333333333,0.6007232629831635,low,1,0.0,-0.5824723369899437
android,2023-02,2420.0,0.0,-0.5824723369899437,0.29201101928374656,2420.0,0.12954545454545455,2420.0,0.16425619834710745,2420.0,0.5137052341597795,2420.0,0.5961432506887052,low,1,0.0,-0.5824723369899437
android,2023-03,2536.3333333333335,0.0,-0.5824723369899437,0.28998554343540545,2536.3333333333335,0.1387830201077671,2536.3333333333335,0.18037849914574844,2536.3333333333335,0.4788408463661453,2536.3333333333335,0.578722565383099,low,1,0.0,-0.5824723369899437
android,2023-04,2078.6666666666665,0.0,-0.5824723369899437,0.29674470814624765,2078.6666666666665,0.14071520205259783,2078.6666666666665,0.1825689544579859,2078.6666666666665,0.4779506093649776,2078.6666666666665,0.5717607440667095,low,1,0.0,-0.5824723369899437
android,2023-05,2037.8333333333333,0.0,-0.5824723369899437,0.2934489245113274,2037.8333333333333,0.13126686840598675,2037.8333333333333,0.16954281508137728,2037.8333333333333,0.5051934243886481,2037.8333333333333,0.5903328698781386,low,1,0.0,-0.5824723369899437
android,2023-06,1970.8333333333333,0.0,-0.5824723369899437,0.26308668076109937,1970.8333333333333,0.12304439746300212,1970.8333333333333,0.16972515856236786,1970.8333333333333,0.44016913319238904,1970.8333333333333,0.5507822410147992,low,1,0.0,-0.5824723369899437
android,2023-07,1847.8333333333335,0.0,-0.5824723369899437,0.28790475331469284,1847.8333333333335,0.1352935870839722,1847.8333333333335,0.18075223234418686,1847.8333333333335,0.47000992152971943,1847.8333333333335,0.5666095427076756,low,1,0.0,-0.5824723369899437
android,2023-08,1965.1666666666665,0.0,-0.5824723369899437,0.2816554999575948,1965.1666666666665,0.13281316258163006,1965.1666666666665,0.17453990331608857,1965.1666666666665,0.46654227800865067,1965.1666666666665,0.5577983207531167,low,1,0.0,-0.5824723369899437
