month,coef,se,pval,ci_low,ci_high,post_chatgpt,outcome
2022-01,-0.3311502935025047,0.24131164035065822,0.16997221986604993,-0.8041211085897948,0.14182052158478542,0,log_questions
2022-02,0.04371007523376824,0.1882154652618565,0.816356086176055,-0.3251922366794705,0.412612387147007,0,log_questions
2022-03,0.13299612522340276,0.2051460227812447,0.5167910643615308,-0.2690900794278368,0.5350823298746423,0,log_questions
2022-04,0.16427367681657257,0.17180214023466744,0.3389815778358666,-0.17245851804337564,0.5010058716765208,0,log_questions
2022-05,-0.05539757443695676,0.19919084387655558,0.7809255732581948,-0.4458116284350057,0.3350164795610922,0,log_questions
2022-06,-0.23982943931989753,0.2213352408847758,0.27856108525821177,-0.6736465114540581,0.193987632814263,0,log_questions
2022-07,-0.056884821666416306,0.18915810080893883,0.7636231883148952,-0.42763469925193637,0.3138650559191038,0,log_questions
2022-08,0.02055608425243327,0.19894618226856411,0.9177051544728368,-0.3693784329939524,0.41049060149881894,0,log_questions
2022-09,-0.1296223877519096,0.17681484408819023,0.46349942153470014,-0.47617948216476247,0.21693470666094328,0,log_questions
2022-10,0.049458409982201745,0.16463928028465868,0.7638684958404016,-0.27323457937572926,0.37215139934013275,0,log_questions
2022-11,0.0,0.0,,0.0,0.0,0,log_questions
2022-12,0.017088114510900643,0.18304636798363172,0.9256223167332043,-0.34168276673701753,0.3758589957588188,1,log_questions
2023-01,-0.20157767596552895,0.18378228426733048,0.2727163006232425,-0.5617909531294967,0.15863560119843878,1,log_questions
2023-02,-0.20930513906067677,0.2235697648260062,0.3491722373785887,-0.6475018781196489,0.2288915999982954,1,log_questions
2023-03,-0.33720746685594133,0.22028497774552866,0.12582419095974273,-0.7689660232371776,0.09455108952529484,1,log_questions
2023-04,-0.4479827637901387,0.179052879705686,0.012350861689083727,-0.7989264080132832,-0.09703911956699413,1,log_questions
2023-05,-0.3645495143818086,0.17483926647242276,0.03706429401518607,-0.7072344766677572,-0.021864552095860024,1,log_questions
2023-06,-0.3622617442956175,0.23052787079854645,0.11607944682633574,-0.8140963710607685,0.08957288246953349,1,log_questions
2023-07,-0.5103807126501718,0.1758823858470874,0.0037099028372181,-0.8551101889104631,-0.1656512363898805,1,log_questions
2023-08,-0.5198104977359989,0.2433249915549734,0.032656536206458114,-0.9967274811837468,-0.042893514288251,1,log_questions
2023-09,-0.47892364681043115,0.23163791548470342,0.03868208377288101,-0.9329339611604499,-0.02491333246041244,1,log_questions
2023-10,-0.465847138805388,0.2677194574479778,0.08184899472512742,-0.9905772754034244,0.058882997792648495,1,log_questions
2023-11,-0.6670634421179666,0.22691570758970347,0.003285332676048108,-1.1118182289937855,-0.22230865524214782,1,log_questions
2023-12,-0.49919410070739634,0.2769940398818664,0.07151653274605271,-1.0421024188758543,0.043714217461061744,1,log_questions
