tag,month_id,n_questions,high_tag,exposure_index,closed_archive_rate,closed_7d_rate,closed_7d_denom,closed_30d_rate,closed_30d_denom,group,post_chatgpt,high_post,exposure_post
android,2020-01,6067,0,-0.5824723369899437,0.03494313499258282,0.031976265040382396,6067.0,0.032965221691115876,6067.0,low,0,0,-0.0
android,2020-02,5792,0,-0.5824723369899437,0.03608425414364641,0.031595303867403314,5792.0,0.0324585635359116,5792.0,low,0,0,-0.0
android,2020-03,6088,0,-0.5824723369899437,0.03860052562417871,0.03498685939553219,6088.0,0.035479632063074903,6088.0,low,0,0,-0.0
android,2020-04,6568,0,-0.5824723369899437,0.0389768574908648,0.03380024360535932,6568.0,0.03440925700365408,6568.0,low,0,0,-0.0
android,2020-05,6487,0,-0.5824723369899437,0.03977185139509789,0.03391398180977339,6487.0,0.036072144288577156,6487.0,low,0,0,-0.0
android,2020-06,5982,0,-0.5824723369899437,0.03393513874958208,0.029923102641257103,5982.0,0.030424607154797726,5982.0,low,0,0,-0.0
android,2020-07,5786,0,-0.5824723369899437,0.031109574835810578,0.026788800553059107,5786.0,0.027307293466989284,5786.0,low,0,0,-0.0
android,2020-08,5045,0,-0.5824723369899437,0.028146679881070367,0.024578790882061448,5045.0,0.025569871159563926,5045.0,low,0,0,-0.0
android,2020-09,4868,0,-0.5824723369899437,0.03307313064913722,0.028348397699260477,4868.0,0.029375513557929334,4868.0,low,0,0,-0.0
android,2020-10,4952,0,-0.5824723369899437,0.04099353796445881,0.036550888529886916,4952.0,0.03756058158319871,4952.0,low,0,0,-0.0
android,2020-11,4516,0,-0.5824723369899437,0.037422497785651015,0.030779450841452612,4516.0,0.0316651904340124,4516.0,low,0,0,-0.0
android,2020-12,4516,0,-0.5824723369899437,0.035651018600531444,0.02812223206377325,4516.0,0.030558015943312665,4516.0,low,0,0,-0.0
android,2021-01,4709,0,-0.5824723369899437,0.03227861541728605,0.028031429178169462,4709.0,0.029305585049904437,4709.0,low,0,0,-0.0
android,2021-02,4075,0,-0.5824723369899437,0.03730061349693251,0.03214723926380368,4075.0,0.033128834355828224,4075.0,low,0,0,-0.0
android,2021-03,4483,0,-0.5824723369899437,0.03702877537363373,0.03256747713584653,4483.0,0.03323667187151461,4483.0,low,0,0,-0.0
android,2021-04,4335,0,-0.5824723369899437,0.04659746251441753,0.042906574394463666,4335.0,0.04359861591695502,4335.0,low,0,0,-0.0
android,2021-05,4346,0,-0.5824723369899437,0.04371836171191901,0.03727565577542568,4346.0,0.039576622181316155,4346.0,low,0,0,-0.0
android,2021-06,4292,0,-0.5824723369899437,0.02749301025163094,0.024697110904007457,4292.0,0.024930102516309414,4292.0,low,0,0,-0.0
android,2021-07,4106,0,-0.5824723369899437,0.03190452995616171,0.0282513395031661,4106.0,0.029225523623964928,4106.0,low,0,0,-0.0
android,2021-08,4087,0,-0.5824723369899437,0.03352091999021287,0.031074137509175433,4087.0,0.031808172253486665,4087.0,low,0,0,-0.0
android,2021-09,3960,0,-0.5824723369899437,0.02878787878787879,0.024242424242424242,3960.0,0.026515151515151516,3960.0,low,0,0,-0.0
android,2021-10,3530,0,-0.5824723369899437,0.03172804532577904,0.025779036827195467,3530.0,0.028611898016997168,3530.0,low,0,0,-0.0
android,2021-11,3630,0,-0.5824723369899437,0.017630853994490357,0.01652892561983471,3630.0,0.01680440771349862,3630.0,low,0,0,-0.0
android,2021-12,3370,0,-0.5824723369899437,0.025222551928783383,0.021364985163204748,3370.0,0.0228486646884273,3370.0,low,0,0,-0.0
android,2022-01,3829,0,-0.5824723369899437,0.026638809088534866,0.022199007573779055,3829.0,0.0232436667537216,3829.0,low,0,0,-0.0
android,2022-02,3488,0,-0.5824723369899437,0.02838302752293578,0.023222477064220183,3488.0,0.024655963302752295,3488.0,low,0,0,-0.0
android,2022-03,3665,0,-0.5824723369899437,0.02237380627557981,0.018553888130968622,3665.0,0.020736698499317873,3665.0,low,0,0,-0.0
android,2022-04,3272,0,-0.5824723369899437,0.023838630806845965,0.0210880195599022,3272.0,0.022004889975550123,3272.0,low,0,0,-0.0
android,2022-05,3284,0,-0.5824723369899437,0.023751522533495738,0.020706455542021926,3284.0,0.021315468940316686,3284.0,low,0,0,-0.0
android,2022-06,3152,0,-0.5824723369899437,0.015545685279187817,0.014276649746192893,3152.0,0.014593908629441625,3152.0,low,0,0,-0.0
android,2022-07,3184,0,-0.5824723369899437,0.014447236180904523,0.010678391959798994,3184.0,0.011620603015075377,3184.0,low,0,0,-0.0
android,2022-08,3392,0,-0.5824723369899437,0.013561320754716982,0.010908018867924528,3392.0,0.010908018867924528,3392.0,low,0,0,-0.0
android,2022-09,2885,0,-0.5824723369899437,0.013518197573656845,0.010051993067590987,2885.0,0.01074523396880416,2885.0,low,0,0,-0.0
android,2022-10,2931,0,-0.5824723369899437,0.01023541453428864,0.007505970658478335,2931.0,0.008529512111907198,2931.0,low,0,0,-0.0
android,2022-11,2870,0,-0.5824723369899437,0.017421602787456445,0.016376306620209058,2870.0,0.016724738675958188,2870.0,low,0,0,-0.0
android,2022-12,2589,0,-0.5824723369899437,0.022402471996910003,0.020471224410969487,2589.0,0.02085747392815759,2589.0,low,1,0,-0.5824723369899437
android,2023-01,2689,0,-0.5824723369899437,0.02194124209743399,0.019709929341762737,2689.0,0.020825585719598364,2689.0,low,1,0,-0.5824723369899437
android,2023-02,2305,0,-0.5824723369899437,0.015618221258134491,0.013449023861171366,2305.0,0.014316702819956615,2305.0,low,1,0,-0.5824723369899437
android,2023-03,2432,0,-0.5824723369899437,0.016858552631578948,0.015625,2432.0,0.015625,2432.0,low,1,0,-0.5824723369899437
android,2023-04,1992,0,-0.5824723369899437,0.021586345381526106,0.020582329317269075,1992.0,0.02108433734939759,1992.0,low,1,0,-0.5824723369899437
android,2023-05,1956,0,-0.5824723369899437,0.014314928425357873,0.01278118609406953,1956.0,0.01278118609406953,1956.0,low,1,0,-0.5824723369899437
android,2023-06,1899,0,-0.5824723369899437,0.012111637704054766,0.007898894154818325,1899.0,0.007898894154818325,1899.0,low,1,0,-0.5824723369899437
android,2023-07,1782,0,-0.5824723369899437,0.009539842873176206,0.007295173961840628,1782.0,0.007856341189674524,1782.0,low,1,0,-0.5824723369899437
android,2023-08,1905,0,-0.5824723369899437,0.012073490813648294,0.009448818897637795,1905.0,0.010498687664041995,1905.0,low,1,0,-0.5824723369899437
android,2023-09,1730,0,-0.5824723369899437,0.012138728323699421,0.009826589595375723,1730.0,0.009826589595375723,1730.0,low,1,0,-0.5824723369899437
android,2023-10,1772,0,-0.5824723369899437,0.011851015801354402,0.010158013544018058,1772.0,0.010158013544018058,1772.0,low,1,0,-0.5824723369899437
android,2023-11,1629,0,-0.5824723369899437,0.015346838551258441,0.01289134438305709,1629.0,0.01289134438305709,1629.0,low,1,0,-0.5824723369899437
android,2023-12,1454,0,-0.5824723369899437,0.016506189821182942,0.015130674002751032,1454.0,0.015130674002751032,1454.0,low,1,0,-0.5824723369899437
android,2024-01,1539,0,-0.5824723369899437,0.01364522417153996,0.011695906432748537,1539.0,0.011695906432748537,1539.0,low,1,0,-0.5824723369899437
android,2024-02,1456,0,-0.5824723369899437,0.017170329670329672,0.012362637362637362,1456.0,0.01304945054945055,1456.0,low,1,0,-0.5824723369899437
android,2024-03,1432,0,-0.5824723369899437,0.012569832402234637,0.01047486033519553,1432.0,0.01047486033519553,1432.0,low,1,0,-0.5824723369899437
android,2024-04,1255,0,-0.5824723369899437,0.020717131474103586,0.016733067729083666,1255.0,0.016733067729083666,1255.0,low,1,0,-0.5824723369899437
android,2024-05,1392,0,-0.5824723369899437,0.017241379310344827,0.015086206896551725,1392.0,0.015086206896551725,1392.0,low,1,0,-0.5824723369899437
android,2024-06,1049,0,-0.5824723369899437,0.0219256434699714,0.01811248808388942,1049.0,0.019065776930409915,1049.0,low,1,0,-0.5824723369899437
android,2024-07,1017,0,-0.5824723369899437,0.018682399213372666,0.012782694198623401,1017.0,0.012782694198623401,1017.0,low,1,0,-0.5824723369899437
android,2024-08,981,0,-0.5824723369899437,0.020387359836901122,0.01529051987767584,981.0,0.01529051987767584,981.0,low,1,0,-0.5824723369899437
android,2024-09,932,0,-0.5824723369899437,0.015021459227467811,0.011802575107296138,932.0,0.013948497854077254,932.0,low,1,0,-0.5824723369899437
android,2024-10,846,0,-0.5824723369899437,0.008274231678486997,0.004728132387706856,846.0,0.00591016548463357,846.0,low,1,0,-0.5824723369899437
android,2024-11,687,0,-0.5824723369899437,0.017467248908296942,0.011644832605531296,687.0,0.011644832605531296,687.0,low,1,0,-0.5824723369899437
android,2024-12,634,0,-0.5824723369899437,0.02996845425867508,0.02365930599369085,634.0,0.026813880126182965,634.0,low,1,0,-0.5824723369899437
android,2025-01,804,0,-0.5824723369899437,0.021144278606965175,0.018656716417910446,804.0,0.01990049751243781,804.0,low,1,0,-0.5824723369899437
android,2025-02,763,0,-0.5824723369899437,0.035386631716906945,0.023591087811271297,763.0,0.02621231979030144,763.0,low,1,0,-0.5824723369899437
android,2025-03,697,0,-0.5824723369899437,0.02582496413199426,0.015781922525107604,697.0,0.018651362984218076,697.0,low,1,0,-0.5824723369899437
android,2025-04,548,0,-0.5824723369899437,0.020072992700729927,0.012773722627737226,548.0,0.016423357664233577,548.0,low,1,0,-0.5824723369899437
android,2025-05,430,0,-0.5824723369899437,0.03488372093023256,0.02558139534883721,430.0,0.027906976744186046,430.0,low,1,0,-0.5824723369899437
android,2025-06,400,0,-0.5824723369899437,0.0275,0.02,400.0,0.0225,400.0,low,1,0,-0.5824723369899437
android,2025-07,374,0,-0.5824723369899437,0.0427807486631016,0.034759358288770054,374.0,0.0374331550802139,374.0,low,1,0,-0.5824723369899437
android,2025-08,281,0,-0.5824723369899437,0.028469750889679714,0.02491103202846975,281.0,0.028469750889679714,281.0,low,1,0,-0.5824723369899437
android,2025-09,310,0,-0.5824723369899437,0.03225806451612903,0.025806451612903226,310.0,0.02903225806451613,310.0,low,1,0,-0.5824723369899437
android,2025-10,237,0,-0.5824723369899437,0.03375527426160337,0.03375527426160337,237.0,0.03375527426160337,237.0,low,1,0,-0.5824723369899437
android,2025-11,196,0,-0.5824723369899437,0.025510204081632654,0.025510204081632654,196.0,0.025510204081632654,196.0,low,1,0,-0.5824723369899437
android,2025-12,180,0,-0.5824723369899437,0.08888888888888889,0.07006369426751592,157.0,0.0,39.0,low,1,0,-0.5824723369899437
apache-spark,2020-01,574,0,0.6785814699695615,0.020905923344947737,0.013937282229965157,574.0,0.013937282229965157,574.0,low,0,0,0.0
apache-spark,2020-02,555,0,0.6785814699695615,0.03423423423423423,0.025225225225225224,555.0,0.02882882882882883,555.0,low,0,0,0.0
apache-spark,2020-03,589,0,0.6785814699695615,0.023769100169779286,0.01697792869269949,589.0,0.01867572156196944,589.0,low,0,0,0.0
apache-spark,2020-04,745,0,0.6785814699695615,0.012080536912751677,0.009395973154362415,745.0,0.009395973154362415,745.0,low,0,0,0.0
apache-spark,2020-05,781,0,0.6785814699695615,0.019206145966709345,0.016645326504481434,781.0,0.016645326504481434,781.0,low,0,0,0.0
apache-spark,2020-06,798,0,0.6785814699695615,0.016290726817042606,0.012531328320802004,798.0,0.013784461152882205,798.0,low,0,0,0.0
apache-spark,2020-07,777,0,0.6785814699695615,0.009009009009009009,0.009009009009009009,777.0,0.009009009009009009,777.0,low,0,0,0.0
apache-spark,2020-08,629,0,0.6785814699695615,0.014308426073131956,0.014308426073131956,629.0,0.014308426073131956,629.0,low,0,0,0.0
apache-spark,2020-09,548,0,0.6785814699695615,0.009124087591240875,0.0072992700729927005,548.0,0.009124087591240875,548.0,low,0,0,0.0
apache-spark,2020-10,557,0,0.6785814699695615,0.01436265709156194,0.010771992818671455,557.0,0.010771992818671455,557.0,low,0,0,0.0
apache-spark,2020-11,462,0,0.6785814699695615,0.010822510822510822,0.010822510822510822,462.0,0.010822510822510822,462.0,low,0,0,0.0
apache-spark,2020-12,510,0,0.6785814699695615,0.013725490196078431,0.011764705882352941,510.0,0.011764705882352941,510.0,low,0,0,0.0
apache-spark,2021-01,483,0,0.6785814699695615,0.031055900621118012,0.031055900621118012,483.0,0.031055900621118012,483.0,low,0,0,0.0
apache-spark,2021-02,538,0,0.6785814699695615,0.04460966542750929,0.03531598513011153,538.0,0.03531598513011153,538.0,low,0,0,0.0
apache-spark,2021-03,548,0,0.6785814699695615,0.009124087591240875,0.005474452554744526,548.0,0.0072992700729927005,548.0,low,0,0,0.0
apache-spark,2021-04,467,0,0.6785814699695615,0.006423982869379015,0.006423982869379015,467.0,0.006423982869379015,467.0,low,0,0,0.0
apache-spark,2021-05,433,0,0.6785814699695615,0.02771362586605081,0.02771362586605081,433.0,0.02771362586605081,433.0,low,0,0,0.0
apache-spark,2021-06,406,0,0.6785814699695615,0.029556650246305417,0.027093596059113302,406.0,0.027093596059113302,406.0,low,0,0,0.0
apache-spark,2021-07,449,0,0.6785814699695615,0.0022271714922048997,0.0022271714922048997,449.0,0.0022271714922048997,449.0,low,0,0,0.0
apache-spark,2021-08,413,0,0.6785814699695615,0.007263922518159807,0.007263922518159807,413.0,0.007263922518159807,413.0,low,0,0,0.0
apache-spark,2021-09,443,0,0.6785814699695615,0.01580135440180587,0.011286681715575621,443.0,0.013544018058690745,443.0,low,0,0,0.0
apache-spark,2021-10,425,0,0.6785814699695615,0.021176470588235293,0.018823529411764704,425.0,0.018823529411764704,425.0,low,0,0,0.0
apache-spark,2021-11,441,0,0.6785814699695615,0.013605442176870748,0.009070294784580499,441.0,0.009070294784580499,441.0,low,0,0,0.0
apache-spark,2021-12,384,0,0.6785814699695615,0.018229166666666668,0.010416666666666666,384.0,0.010416666666666666,384.0,low,0,0,0.0
apache-spark,2022-01,423,0,0.6785814699695615,0.028368794326241134,0.028368794326241134,423.0,0.028368794326241134,423.0,low,0,0,0.0
apache-spark,2022-02,442,0,0.6785814699695615,0.01583710407239819,0.013574660633484163,442.0,0.013574660633484163,442.0,low,0,0,0.0
