primary_tag,month_id,n_questions,exposure_index,high_tag,first_answer_12h_num,first_answer_12h_denom,first_answer_1d_num,first_answer_1d_denom,first_answer_7d_num,first_answer_7d_denom,accepted_7d_num,accepted_7d_denom,accepted_14d_num,accepted_14d_denom,accepted_30d_num,accepted_30d_denom,first_answer_12h_rate,first_answer_1d_rate,first_answer_7d_rate,accepted_7d_rate,accepted_14d_rate,accepted_30d_rate,post_chatgpt,exposure_post,time_index,n_answers,n_answerers,expert_answer_share,incumbent_answer_share,accepted_answer_expert_share,n_new_answerers,novice_entrants,novice_entry_share,exposure_index_exp,high_tag_exp,n_questions_closure,high_tag_closure,exposure_index_closure,post_chatgpt_closure,time_index_closure,first_answer_1d_rate_closure,first_answer_1d_denom_closure,accepted_vote_30d_rate,accepted_vote_30d_denom,high_tag_p1_median,time_index_p1,high_post
android,2020-01,6067,-0.5824723369899437,0,3508,6067,3744,6067.0,4177,6067,921,6067,1071,6067,1169,6067,0.5782099884621724,0.6171089500576892,0.688478655018955,0.1518048458875886,0.1765287621559255,0.1926817207845722,0,-0.0,1.0,5862.0,2610.0,0.3560218355510064,0.6218014329580348,0.3946869070208729,2610.0,524.0,0.2007662835249042,-0.5824723369899437,0,6067,0,-0.5824723369899437,0,1,0.6171089500576892,6067.0,0.1926817207845722,6067.0,0,0,0
android,2020-02,5792,-0.5824723369899437,0,3305,5792,3524,5792.0,3949,5792,894,5792,1021,5792,1127,5792,0.570614640883978,0.6084254143646409,0.6818024861878453,0.1543508287292817,0.1762776243093922,0.1945787292817679,0,-0.0,2.0,5707.0,2690.0,0.3653408095321535,0.6288768179428772,0.4095465393794749,2122.0,503.0,0.2370405278039585,-0.5824723369899437,0,5792,0,-0.5824723369899437,0,2,0.6084254143646409,5792.0,0.1945787292817679,5792.0,0,1,0
android,2020-03,6088,-0.5824723369899437,0,3321,6088,3573,6088.0,4050,6088,897,6088,1031,6088,1132,6088,0.5454993429697766,0.586892247043364,0.6652431011826544,0.1473390275952693,0.1693495400788436,0.1859395532194481,0,-0.0,3.0,5890.0,2895.0,0.3580645161290323,0.6146010186757216,0.4062354583527222,2156.0,577.0,0.2676252319109461,-0.5824723369899437,0,6088,0,-0.5824723369899437,0,3,0.586892247043364,6088.0,0.1859395532194481,6088.0,0,2,0
android,2020-04,6568,-0.5824723369899437,0,3700,6568,3990,6568.0,4499,6568,1002,6568,1170,6568,1274,6568,0.5633373934226553,0.6074908647990256,0.6849878197320342,0.152557856272838,0.178136419001218,0.1939707673568818,0,-0.0,4.0,6340.0,2952.0,0.3758675078864353,0.6058359621451104,0.4191268191268191,2219.0,668.0,0.3010365029292474,-0.5824723369899437,0,6568,0,-0.5824723369899437,0,4,0.6074908647990256,6568.0,0.1939707673568818,6568.0,0,3,0
android,2020-05,6487,-0.5824723369899437,0,3520,6487,3776,6487.0,4288,6487,900,6487,1064,6487,1195,6487,0.5426237089563742,0.5820872514259288,0.6610143363650378,0.1387390164945275,0.1640203483890858,0.1842145830121782,0,-0.0,5.0,6238.0,3105.0,0.346104520679705,0.5856043603719141,0.4049484536082474,2216.0,704.0,0.3176895306859206,-0.5824723369899437,0,6487,0,-0.5824723369899437,0,5,0.5820872514259288,6487.0,0.1842145830121782,6487.0,0,4,0
android,2020-06,5982,-0.5824723369899437,0,3252,5982,3514,5982.0,3968,5982,873,5982,1010,5982,1108,5982,0.5436308926780341,0.5874289535272484,0.6633233032430625,0.1459378134403209,0.1688398528920093,0.1852223336676697,0,-0.0,6.0,5835.0,2982.0,0.3381319622964867,0.5940017137960583,0.4004651162790698,2028.0,655.0,0.3229783037475345,-0.5824723369899437,0,5982,0,-0.5824723369899437,0,6,0.5874289535272484,5982.0,0.1852223336676697,5982.0,0,5,0
android,2020-07,5786,-0.5824723369899437,0,3110,5786,3369,5786.0,3856,5786,909,5786,1052,5786,1145,5786,0.5375043207742828,0.582267542343588,0.6664362253715866,0.1571033529208434,0.1818181818181818,0.1978914621500173,0,-0.0,7.0,5776.0,2907.0,0.3601108033240997,0.592797783933518,0.4232707283554741,1918.0,591.0,0.308133472367049,-0.5824723369899437,0,5786,0,-0.5824723369899437,0,7,0.582267542343588,5786.0,0.1978914621500173,5786.0,0,6,0
android,2020-08,5045,-0.5824723369899437,0,2637,5045,2876,5045.0,3332,5045,834,5045,968,5045,1066,5045,0.5226957383548068,0.5700693756194252,0.6604558969276512,0.1653121902874132,0.1918731417244797,0.2112983151635282,0,-0.0,8.0,5013.0,2712.0,0.3480949531218831,0.5733093955715141,0.4102564102564102,1774.0,583.0,0.3286358511837655,-0.5824723369899437,0,5045,0,-0.5824723369899437,0,8,0.5700693756194252,5045.0,0.2112983151635282,5045.0,0,7,0
android,2020-09,4868,-0.5824723369899437,0,2522,4868,2741,4868.0,3168,4868,744,4868,852,4868,942,4868,0.5180772391125719,0.5630649137222679,0.6507806080525883,0.152834839769926,0.1750205423171733,0.1935086277732128,0,-0.0,9.0,4876.0,2657.0,0.3234208367514356,0.5787530762920426,0.3959362987369577,1665.0,540.0,0.3243243243243243,-0.5824723369899437,0,4868,0,-0.5824723369899437,0,9,0.5630649137222679,4868.0,0.1935086277732128,4868.0,0,8,0
android,2020-10,4952,-0.5824723369899437,0,2558,4952,2780,4952.0,3233,4952,756,4952,873,4952,985,4952,0.5165589660743134,0.561389337641357,0.6528675282714055,0.1526655896607431,0.1762924071082391,0.1989095315024232,0,-0.0,10.0,4991.0,2716.0,0.3510318573432178,0.5830494890803446,0.4321329639889196,1700.0,548.0,0.3223529411764705,-0.5824723369899437,0,4952,0,-0.5824723369899437,0,10,0.561389337641357,4952.0,0.1989095315024232,4952.0,0,9,0
