tag,month_id,n_questions_weighted,high_tag,exposure_index,post_chatgpt,first_answer_1d_rate,first_answer_1d_denom,any_answer_7d_rate,any_answer_7d_denom,any_pos_answer_7d_rate,any_pos_answer_7d_denom,first_positive_answer_7d_rate,first_positive_answer_7d_denom,first_positive_answer_latency_mean,first_positive_answer_latency_denom,max_answer_score_30d_zero_mean,max_answer_score_30d_zero_denom,max_answer_score_30d_answered_mean,max_answer_score_30d_answered_denom,accepted_cond_any_answer_30d_rate,accepted_cond_any_answer_30d_denom,accepted_vote_30d_rate,accepted_vote_30d_denom,high_post,time_index
android,2020-01,6382.833333333334,0,-0.5824723369899437,0,0.6174112854792803,6382.833333333334,0.6883567903491133,6382.833333333334,0.3868188108729143,6382.833333333334,0.3868188108729143,6382.833333333334,750.0801491620018,2848.333333333333,1.1772201477922553,6382.833333333334,1.6318818547073515,4604.5,0.45506207695370476,4604.5,0.19199937331905892,6382.833333333334,0,1
android,2020-02,6047.166666666666,0,-0.5824723369899437,0,0.609624341978337,6047.166666666666,0.6826888625527107,6047.166666666666,0.3646611360692336,6047.166666666666,0.3646611360692336,6047.166666666666,693.6348240366423,2580.0,1.299341289309043,6047.166666666666,1.8078766729301687,4346.166666666666,0.454039958584193,4346.166666666666,0.19427831215720862,6047.166666666666,0,2
android,2020-03,6405.166666666667,0,-0.5824723369899437,0,0.5901225573105044,6405.166666666667,0.6682626005048009,6405.166666666667,0.3368894902552626,6405.166666666667,0.3368894902552626,6405.166666666667,795.6931746217119,2568.833333333333,1.2939814212484715,6405.166666666667,1.8424972211930344,4498.333333333333,0.44761022600963324,4498.333333333333,0.18714058962816474,6405.166666666667,0,3
android,2020-04,6988.083333333334,0,,0,0.6119346029550305,6988.083333333334,0.6882073052935354,6988.083333333334,0.3448966693299307,6988.083333333334,0.3448966693299307,6988.083333333334,787.8826390307632,2849.416666666667,1.0286082259083915,6988.083333333334,1.4261197361242002,5040.25,0.45986475538581084,5040.25,0.19518942962424124,6988.083333333334,0,4
android,2020-05,6880.333333333333,0,-0.5824723369899437,0,0.5848553849135216,6880.333333333333,0.6643573470277603,6880.333333333333,0.35267186667312633,6880.333333333333,0.35267186667312633,6880.333333333333,674.7066846691051,2844.0,1.0226490964585049,6880.333333333333,1.4641903374605485,4805.5,0.469462074706066,4805.5,0.1881934014824863,6880.333333333333,0,5
android,2020-06,6321.166666666666,0,-0.5824723369899437,0,0.5885780578479711,6321.166666666666,0.6638015134337016,6321.166666666666,0.3514382893453213,6321.166666666666,0.3514382893453213,6321.166666666666,748.2748310255485,2614.5,1.2749756110422656,6321.166666666666,1.8226225924390338,4421.833333333333,0.4492857412083978,4421.833333333333,0.18622617132913227,6321.166666666666,0,6
android,2020-07,6110.666666666666,0,-0.5824723369899437,0,0.5855880427667467,6110.666666666666,0.6678212960942614,6110.666666666666,0.3458160593497709,6110.666666666666,0.3458160593497709,6110.666666666666,661.7425480750063,2523.0,1.3016037530002185,6110.666666666666,1.8469695796888301,4306.333333333334,0.46091028717392984,4306.333333333334,0.1989690159284312,6110.666666666666,0,7
android,2020-08,5313.833333333334,0,-0.5824723369899437,0,0.5722798983784462,5313.833333333334,0.6618574161779004,5313.833333333334,0.35442085123733647,5313.833333333334,0.35442085123733647,5313.833333333334,646.6177242881231,2232.166666666667,1.1939905278675154,5313.833333333334,1.6930398043139872,3747.5,0.46306426506559933,3747.5,0.21067653608506098,5313.833333333334,0,8
android,2020-09,5107.0,0,-0.5824723369899437,0,0.5639318582337968,5107.0,0.6513282422818353,5107.0,0.3390444487957705,5107.0,0.3390444487957705,5107.0,720.9022506714059,2074.8333333333335,1.2949872723712552,5107.0,1.8757267785393523,3525.8333333333335,0.45748050106357835,3525.8333333333335,0.19443900528686117,5107.0,0,9
android,2020-10,5179.0,0,-0.5824723369899437,0,0.5641372208277017,5179.0,0.6545986998777114,5179.0,0.3407993821201004,5179.0,0.3407993821201004,5179.0,654.0957912930528,2074.333333333333,1.369923408637446,5179.0,1.969966217779629,3601.5,0.460039798232218,3601.5,0.19965244255647807,5179.0,0,10
