tag,group,month_id,high_tag,post_chatgpt,n_questions,accepted_rate,mean_log_answers,mean_log_views,log_questions,high_post,time_index
android,low,2022-01,0,0,4124.0,0.32492725509214354,0.5976551977001068,5.571367624244878,8.324821298768782,0,1
android,low,2022-02,0,0,3751.0,0.3185817115435884,0.5892831368235963,5.526787533504293,8.230044310126114,0,2
android,low,2022-03,0,0,5020.0,0.2547808764940239,0.44602565877356776,5.23463730183269,8.521384396034705,0,3
android,low,2022-04,0,0,4668.0,0.23714652956298202,0.43771658510525624,5.059579554286301,8.448700194970938,0,4
android,low,2022-05,0,0,4771.0,0.22594843848249843,0.4145757905519158,4.951211094650336,8.470520783217808,0,5
android,low,2022-06,0,0,4560.0,0.23662280701754385,0.42531059642902735,4.837626922557214,8.4252971767117,0,6
android,low,2022-07,0,0,4455.0,0.24219977553310887,0.44371307455973036,4.76080125157304,8.40200678160712,0,7
android,low,2022-08,0,0,4854.0,0.24433456942727647,0.43177969678645894,4.662621961053626,8.487764380725425,0,8
android,low,2022-09,0,0,4240.0,0.22452830188679246,0.425687710069797,4.493907246703045,8.352554369474591,0,9
android,low,2022-10,0,0,4299.0,0.21330541986508492,0.4023399783826974,4.335474391760603,8.366370301681654,0,10
android,low,2022-11,0,0,4252.0,0.22036688617121356,0.39649595075668514,4.1113354802769955,8.355379895253634,0,11
android,low,2022-12,0,1,3890.0,0.21233933161953727,0.37872596648211343,3.9875973101325792,8.266421472984554,0,12
android,low,2023-01,0,1,3969.0,0.19929453262786595,0.38094559954073526,3.7210302080263733,8.286521373681236,0,13
android,low,2023-02,0,1,3912.0,0.1523517382413088,0.31515840638068127,3.2859063983788057,8.272059622210412,0,14
android,low,2023-03,0,1,569.0,0.070298769771529,0.24122838279614606,2.8380991329009064,6.345636360828596,0,15
apache-spark,low,2022-01,0,0,436.0,0.38073394495412843,0.5693902277259005,5.688468831357584,6.07993319509559,0,1
apache-spark,low,2022-02,0,0,447.0,0.38926174496644295,0.580716018453612,5.655077669134421,6.104793232414985,0,2
apache-spark,low,2022-03,0,0,546.0,0.23443223443223443,0.39266329568376074,5.17532484726542,6.304448802421981,0,3
apache-spark,low,2022-04,0,0,494.0,0.25708502024291496,0.4337852782207598,5.179101763701888,6.20455776256869,0,4
apache-spark,low,2022-05,0,0,554.0,0.26534296028880866,0.4236080825807681,4.967094720181815,6.318968113746434,0,5
apache-spark,low,2022-06,0,0,531.0,0.2975517890772128,0.4601333752852086,4.8302115138444295,6.2766434893416445,0,6
apache-spark,low,2022-07,0,0,521.0,0.29558541266794625,0.44125026104983395,4.718258820895108,6.257667587882639,0,7
apache-spark,low,2022-08,0,0,514.0,0.2723735408560311,0.44095096041921783,4.653607756361301,6.244166900663736,0,8
apache-spark,low,2022-09,0,0,477.0,0.2557651991614256,0.4124228131147672,4.390095954562154,6.169610732491456,0,9
apache-spark,low,2022-10,0,0,526.0,0.3365019011406844,0.48260943202945067,4.3458788910842445,6.267200548541362,0,10
apache-spark,low,2022-11,0,0,509.0,0.2455795677799607,0.3880854293881738,4.0609471442626015,6.234410725718371,0,11
apache-spark,low,2022-12,0,1,436.0,0.23394495412844038,0.46152118004429954,4.08407760234741,6.07993319509559,0,12
apache-spark,low,2023-01,0,1,390.0,0.2717948717948718,0.46693313853709667,3.8597086096906343,5.968707559985366,0,13
apache-spark,low,2023-02,0,1,445.0,0.2202247191011236,0.4081940290342035,3.48418862036101,6.100318952020064,0,14
apache-spark,low,2023-03,0,1,62.0,0.08064516129032258,0.32801345657340614,2.8801731168283555,4.143134726391533,0,15
bash,high,2022-01,1,0,675.0,0.5288888888888889,0.7702067655500286,5.105637543106876,6.516193076042964,0,1
bash,high,2022-02,1,0,636.0,0.49528301886792453,0.7385992416073753,5.003358463356187,6.456769655572163,0,2
bash,high,2022-03,1,0,667.0,0.4482758620689655,0.6943850525139537,4.8931703738773615,6.504288173536645,0,3
bash,high,2022-04,1,0,681.0,0.4713656387665198,0.7019088986812811,4.8171061699881506,6.525029657843462,0,4
bash,high,2022-05,1,0,632.0,0.4762658227848101,0.7254879669708606,4.731918737624109,6.450470422144176,0,5
