draw,coef,tstat,actual_coef,actual_tstat
0,-0.028853623984225685,-1.738682577167799,0.062212448101730766,3.4892600596846677
1,-0.04608718608145094,-1.5246916182193355,0.062212448101730766,3.4892600596846677
2,0.022803264371585717,0.7097244281645505,0.062212448101730766,3.4892600596846677
3,-0.03572157719266768,-2.2570634166682173,0.062212448101730766,3.4892600596846677
4,-0.03252998834476528,-1.610377675601436,0.062212448101730766,3.4892600596846677
5,-0.021236775061435932,-0.5834968094420645,0.062212448101730766,3.4892600596846677
6,0.0014746152674811393,0.06559476704163972,0.062212448101730766,3.4892600596846677
7,0.02929943976083242,1.087140467073945,0.062212448101730766,3.4892600596846677
8,0.007537378286818356,0.3261546177459124,0.062212448101730766,3.4892600596846677
9,0.07319867323947835,2.520986204352279,0.062212448101730766,3.4892600596846677
10,0.015618984185856876,0.5638551791538612,0.062212448101730766,3.4892600596846677
11,0.03846174617864301,1.4540330986477388,0.062212448101730766,3.4892600596846677
12,-0.04471521572933101,-1.3643005794174115,0.062212448101730766,3.4892600596846677
13,0.02846855306135667,1.013078839828754,0.062212448101730766,3.4892600596846677
14,-0.03984998541721737,-1.178832908011219,0.062212448101730766,3.4892600596846677
15,-0.041724558312047695,-1.8064818385402717,0.062212448101730766,3.4892600596846677
16,-0.018236353437832715,-0.6415505017921125,0.062212448101730766,3.4892600596846677
17,-0.006919121693069456,-0.2509956733442736,0.062212448101730766,3.4892600596846677
18,0.019764224962801204,0.8270593553427539,0.062212448101730766,3.4892600596846677
19,0.0644154654053354,2.8002888303734155,0.062212448101730766,3.4892600596846677
20,-0.04070402155663774,-3.285680988570782,0.062212448101730766,3.4892600596846677
21,-0.02387964953829133,-1.3052725217204386,0.062212448101730766,3.4892600596846677
22,-0.012098128303408551,-0.26755088969842633,0.062212448101730766,3.4892600596846677
23,0.0456269098077405,1.913303748481228,0.062212448101730766,3.4892600596846677
24,0.029764273502107978,1.3279343515620587,0.062212448101730766,3.4892600596846677
25,0.06316349034174384,5.077970911483816,0.062212448101730766,3.4892600596846677
26,-0.02426628238463461,-1.5216583820300507,0.062212448101730766,3.4892600596846677
27,-0.04809429219908529,-1.3802550720748041,0.062212448101730766,3.4892600596846677
28,-0.023459145541787334,-2.2421569219732445,0.062212448101730766,3.4892600596846677
29,-0.008879676834208474,-0.4744343798875448,0.062212448101730766,3.4892600596846677
30,0.03985666983048833,1.8818630351902288,0.062212448101730766,3.4892600596846677
31,-0.00569620521196494,-0.304845148371613,0.062212448101730766,3.4892600596846677
32,-0.045821893463616606,-2.4452036217038913,0.062212448101730766,3.4892600596846677
33,-0.01413938060541314,-0.5204905697110406,0.062212448101730766,3.4892600596846677
34,-0.038200571242094236,-1.1207245718461691,0.062212448101730766,3.4892600596846677
35,0.038634361892109954,1.7778590997096448,0.062212448101730766,3.4892600596846677
36,-0.037456719793453816,-1.1221414992103573,0.062212448101730766,3.4892600596846677
37,0.013490057531726302,0.40444010222373283,0.062212448101730766,3.4892600596846677
38,0.021588840099286237,1.7595025254611756,0.062212448101730766,3.4892600596846677
39,0.025486970481879343,1.4353336145271263,0.062212448101730766,3.4892600596846677
40,-0.0035654509178295996,-0.09995158077150804,0.062212448101730766,3.4892600596846677
41,0.007218196687325412,0.44238219524158406,0.062212448101730766,3.4892600596846677
42,0.019369325004166525,0.9388954296261823,0.062212448101730766,3.4892600596846677
43,0.04860347351738231,2.930218454823662,0.062212448101730766,3.4892600596846677
44,0.029581212319207927,0.7011907409215806,0.062212448101730766,3.4892600596846677
45,0.030147415169089753,0.8818659419977201,0.062212448101730766,3.4892600596846677
46,-0.003654872570332805,-0.14707288118481798,0.062212448101730766,3.4892600596846677
47,0.005722899065656303,0.4675958497051345,0.062212448101730766,3.4892600596846677
48,-0.0500678664798947,-2.0283499959143048,0.062212448101730766,3.4892600596846677
49,-0.00025057849389266526,-0.010822674243771483,0.062212448101730766,3.4892600596846677
50,0.027606923106516017,1.2840135459281317,0.062212448101730766,3.4892600596846677
51,0.06251363688326825,3.5830143082399966,0.062212448101730766,3.4892600596846677
52,0.012795932591230063,0.44572826761725187,0.062212448101730766,3.4892600596846677
53,0.009435146544735241,0.3298846769205158,0.062212448101730766,3.4892600596846677
54,0.04944083791577438,1.6504010552139687,0.062212448101730766,3.4892600596846677
55,0.037893350052802525,3.537930164355511,0.062212448101730766,3.4892600596846677
56,0.0025128946339569094,0.09672728080727618,0.062212448101730766,3.4892600596846677
57,0.03699147677836987,2.9360539494225226,0.062212448101730766,3.4892600596846677
58,-0.05401005785877752,-4.0806685974908,0.062212448101730766,3.4892600596846677
59,-0.03561952979607546,-2.262734870170943,0.062212448101730766,3.4892600596846677
60,0.04053190230651891,2.5311460452261993,0.062212448101730766,3.4892600596846677
61,-0.05596252638651122,-3.7574099898561717,0.062212448101730766,3.4892600596846677
62,0.040358502783785194,1.3413427183980755,0.062212448101730766,3.4892600596846677
63,-0.08097150671447843,-2.891728072260902,0.062212448101730766,3.4892600596846677
64,0.0020639686070473766,0.09357613123125319,0.062212448101730766,3.4892600596846677
65,-0.006353219562937654,-0.17685638467195136,0.062212448101730766,3.4892600596846677
66,0.0028328454802840583,0.17652243730344083,0.062212448101730766,3.4892600596846677
67,0.010956424320868375,0.3910457467614682,0.062212448101730766,3.4892600596846677
68,-0.0033597067599788703,-0.13956436118958995,0.062212448101730766,3.4892600596846677
69,0.025405906505054063,0.9988392301205324,0.062212448101730766,3.4892600596846677
70,-0.022495549708831292,-1.527677271121045,0.062212448101730766,3.4892600596846677
71,-0.00025173426974295913,-0.0058801269750872985,0.062212448101730766,3.4892600596846677
72,0.06146555816830857,4.925768802762205,0.062212448101730766,3.4892600596846677
73,0.0087260146912618,0.3277327309396613,0.062212448101730766,3.4892600596846677
74,0.03307856957280146,0.991888263920689,0.062212448101730766,3.4892600596846677
75,-0.017763916953204933,-1.1717358426203919,0.062212448101730766,3.4892600596846677
